source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': '9to5Mac'}",Marcus Mendes,Apple supplier Foxconn confirms ransomware attack affected North American factories,"WIRED reports that Foxconn acknowledged that some of its North American factories “suffered a cyberattack” in recent days, after the ransomware group Nitrogen claimed to have stolen 8TB of data from the company. Here are the details.



 more…",https://9to5mac.com/2026/05/12/apple-supplier-foxconn-confirms-ransomware-attack-affected-north-american-factories/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/06/apple-hacked.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2026-05-13T01:35:22Z,"WIRED reports that Foxconn acknowledged that some of its North American factories suffered a cyberattack in recent days, after the ransomware group Nitrogen claimed to have stolen 8TB of data from th… [+2824 chars]"
"{'id': None, 'name': 'The New Yorker'}",Jennifer Wilson,How Americans Caught Gold Fever Again,"Soaring gold prices, viral panning influencers, gold-rush shows on Discovery TV, and Trump’s gold obsession have ignited a craze for prospecting not seen since the forty-niners headed West. Jennifer Wilson reports.",https://www.newyorker.com/magazine/2026/05/11/how-americans-caught-gold-fever-again,"https://media.newyorker.com/photos/69ef99d60eb5565b39f8bf26/16:9/w_1280,c_limit/r49114.jpg",2026-05-04T10:00:00Z,"I mean, this is all bullshit, Slobodian, who teaches at Boston University, told me. But the great replacement theory requires a means of payment. Goldbug ideology has received an intellectual sheen f… [+4312 chars]"
"{'id': None, 'name': 'Wwwhatsnew.com'}",Juan Diego Polo,"Blockchain explicado sin criptojerga: qué es, para qué sirve (de verdad) y qué no es","Blockchain es una de esas palabras que todo el mundo usa y casi nadie puede explicar con claridad. Debajo del hype existe una tecnología real con aplicaciones genuinamente útiles, pero también con limitaciones que sus evangelistas prefieren no mencionar. Bloc…",https://wwwhatsnew.com/2026/04/28/blockchain-explicado-facil-que-es-aplicaciones-guia/,https://wwwhatsnew.com/wp-content/uploads/2024/05/blockchain-2.jpg,2026-04-28T03:00:00Z,"Blockchain es una de esas palabras que todo el mundo usa y casi nadie puede explicar con claridad. Debajo del hype existe una tecnología real con aplicaciones genuinamente útiles, pero también con li… [+5911 chars]"
"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,10 Friday AM Reads,"My end-of-week morning train WFH reads: • ‘Thoughts and prayers’: The minefield that awaits Kevin Warsh at the Fed: Jerome Powell likely presided over his final rate-setting meeting as chair on Wednesday, ending a turbulent period as central bank chief. (Poli…",https://ritholtz.com/2026/05/10-friday-am-reads-497/,https://ritholtz.com/wp-content/uploads/2029/12/exposedtoai.png,2026-05-01T10:30:54Z,"Thoughts and prayers: The minefield that awaits Kevin Warsh at the Fed: Jerome Powell likely presided over his final rate-setting meeting as chair on Wednesday, ending a turbulent period as central b… [+3363 chars]"
"{'id': None, 'name': 'Kotaku'}",Ethan Gach,GameStop Wants To Buy eBay for $56 Billion In A Deal That Sounds Terrible For Everyone,The video game retailer has been pivoting to Pokémon cards and other collectibles,https://kotaku.com/gamestop-wants-to-buy-ebay-for-56-billion-in-a-deal-that-sounds-terrible-for-everyone-2000692923,https://kotaku.com/app/uploads/2026/05/gamesotp.jpg,2026-05-04T13:04:54Z,"At the end of last week, there were rumblings that GameStop would make a bid on eBay, a company roughly four times its size. Then on Sunday night, before markets opened this week, the gaming retailer… [+4224 chars]"
"{'id': None, 'name': 'heise online'}",dpa,Cybercrime: Mutmaßlicher Drahtzieher von Crimenetwork auf Mallorca gefasst,Nach jahrelanger Suche wurde ein 35-Jähriger auf Mallorca gefasst. Er soll über 40 Fakeshops betrieben und die Plattform „Crimenetwork“ geleitet haben.,https://www.heise.de/news/Cybercrime-Mutmasslicher-Drahtzieher-von-Crimenetwork-auf-Mallorca-gefasst-11287615.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/5/0/7/9/1/8/1/shutterstock_170954663-2d09c953d948f4b0.jpg,2026-05-08T11:29:00Z,"Inhaltsverzeichnis
Nach jahrelangen Ermittlungen ist ein mutmaßlich führender Betreiber von Fake-Onlineshops und mutmaßlicher Drahtzieher einer illegalen Handels-Plattform gefasst worden. Der 35 Jah… [+2606 chars]"
"{'id': 'die-zeit', 'name': 'Die Zeit'}",DIE ZEIT: News -,"Cyber-Kriminalität: Illegale Plattform, Fakeshops – Verdächtiger sitzt in Haft","Hier finden Sie Informationen zu dem Thema „Cyber-Kriminalität“. Lesen Sie jetzt „Illegale Plattform, Fakeshops – Verdächtiger sitzt in Haft“.",https://www.zeit.de/news/2026-05/08/mutmasslicher-betreiber-von-fake-onlineshops-gefasst,https://img.zeit.de/news/2026-05/08/mutmasslicher-betreiber-von-fake-onlineshops-gefasst-image-group/wide__1300x731,2026-05-08T10:27:15Z,Nach jahrelangen Ermittlungen ist ein mutmaßlich führender Betreiber von Fake-Onlineshops und mutmaßlicher Drahtzieher einer illegalen Handels-Plattform gefasst worden. Der 35 Jahre alte Mann aus dem… [+2692 chars]
"{'id': 'die-zeit', 'name': 'Die Zeit'}",DIE ZEIT: News -,"Cyber-Kriminalität: Illegale Plattform, Fakeshops – Verdächtiger sitzt in Haft","Hier finden Sie Informationen zu dem Thema „Cyber-Kriminalität“. Lesen Sie jetzt „Illegale Plattform, Fakeshops – Verdächtiger sitzt in Haft“.",https://www.zeit.de/news/2026-05/08/illegale-plattform-fakeshops-verdaechtiger-sitzt-in-haft,https://img.zeit.de/news/2026-05/08/illegale-plattform-fakeshops-verdaechtiger-sitzt-in-haft-image-group/wide__1300x731,2026-05-08T10:28:32Z,Nach jahrelangen Ermittlungen ist ein mutmaßlich führender Betreiber von Fake-Onlineshops und mutmaßlicher Drahtzieher einer illegalen Handels-Plattform gefasst worden. Der 35 Jahre alte Mann aus dem… [+2692 chars]
"{'id': 'business-insider', 'name': 'Business Insider'}",sobrient@insider.com (Samuel O'Brient),Why bitcoin traders are suddenly obsessed with a forgotten crypto,"A token launched in 2016 is suddenly in the limelight in crypto circles. Zcash has surged, far outpacing gains in bitcoin in the last month.",https://www.businessinsider.com/zcash-price-what-is-zec-bitcoin-btc-crypto-privacy-tokens-2026-5,https://i.insider.com/6a07523d94eb4c909fb2cf61?width=1200&format=jpeg,2026-05-15T16:24:50Z,"A decade-old digital token is suddenly all the rage in crypto circles.
ZEC, a token launched in 2016 using the Zcash blockchain protocol, has seen its price surge 50% in a month, even as bitcoin str… [+2998 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Daniel Geiger,AI infrastructure executives are raking in massive stock windfalls — some are cashing them out,CoreWeave is one of the most successful among a crop of firms delivering the infrastructure for AI. Its top execs have quietly sold off shares.,https://www.businessinsider.com/ai-executives-earned-sold-off-stock-awards-coreweave-iren-2026-5,https://i.insider.com/69f912c1b3045b292f636a36?width=1200&format=jpeg,2026-05-05T09:36:01Z,"Michael Intrator, CoreWeave's CEO.Bloomberg/Getty Images
<ul><li>AI infrastructure firms are paying giant compensation to their senior executives, mostly in stock.</li><li>CoreWeave's top executives… [+7742 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Sydney Bradley,"I went to an 'AI psychosis' party in NYC filled with zany art, vibe-coded apps, and Diet Coke",Artists presented projects made in an AI-obsessed mania. Others showed off their vibe-coded apps.,https://www.businessinsider.com/inside-nyc-ai-psychosis-summit-party-anthropic-claude-code-2026-5,https://i.insider.com/69f4ea743022d9b19bbffa0a?width=1200&format=jpeg,2026-05-02T09:22:01Z,"Business Insider's Sydney Bradley went to an ""AI Psychosis Summit"" in New York City.Sydney Bradley/Business Insider
<ul><li>I went to an ""AI Psychosis Summit"" in New York City that was an art party … [+7079 chars]"
"{'id': None, 'name': 'Larazon.es'}","Sergio, Agudo",Google avisa de que la computación cuántica puede destruir Bitcoin antes de lo previsto,Un informe de Google revela que la optimización de los algoritmos cuánticos permite romper el cifrado de Bitcoin utilizando menos de 500.000 qubits físicos,https://www.larazon.es/tecnologia-consumo/google-avisa-computacion-cuantica-puede-destruir-bitcoin-antes-previsto_2026042769ef5092fc22f2299f782afd.html,https://fotografias-2.larazon.es/assets/2026/04/ordenador-cuantico.jpg?width=1200,2026-04-27T16:00:00Z,"El consenso general asumía que la robustez matemática de las criptomonedas nos otorgaba un margen de maniobra de varias décadas, pero los últimos datos publicados por los investigadores de Google aca… [+3096 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}","Nick Statt, Nilay Patel",How to win — and lose — Decoder,"This interview has been lightly edited for length and clarity.  Hello and welcome to Decoder, Nilay’s show about big ideas and other problems. This is Nick Statt, senior producer, and I’m joined by host and very occasional guest, Nilay Patel. Nilay, welcome b…",https://www.theverge.com/podcast/920768/decoder-mailbag-how-to-win-lose-ai-nilay-interview,https://platform.theverge.com/wp-content/uploads/sites/2/2026/04/Trophy_gif.gif?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-04-30T13:24:23Z,"<ul><li></li><li></li></ul>
Nilay joins as the guest to discuss our AI coverage, controversial episodes, and what it takes to succeed or fail on Decoder. 
by
Nick StattClose
Posts from this autho… [+41761 chars]"
"{'id': None, 'name': 'Hurriyet.com.tr'}",hurriyet.com.tr,"Bitcoin aldı, zengin oldu","DİDEM Soydan’ın 2012’de yaptığı Bitcoin yatırımı, zaman içinde bir servete dönüştü.",https://www.hurriyet.com.tr/kelebek/stil/bitcoin-aldi-zengin-oldu-43174766,https://image.hurimg.com/i/hurriyet/90/0x0/6a07f2911262fb5b7c526193.jpg,2026-05-16T04:29:39Z,"p&gt; Umut Ceylan ile No Filter programna katlan manken, unuttuu hesabnda biriken paray yllar sonra fark ettiini anlatt:O zamanki erkek arkadam bana Bitcoinden bahsetmi, aplikasyonunu indirtmiti. Ora… [+335 chars]"
"{'id': 'techradar', 'name': 'TechRadar'}","ESchwartzwrites@gmail.com (Eric Hal Schwartz) , Eric Hal Schwartz","Claude AI helped a Bitcoin owner recover nearly $400,000 in lost crypto — after spotting a forgotten wallet backup hidden for more than a decade","Claude helped recover nearly $400,000 in lost Bitcoin after more than a decade.",https://www.techradar.com/ai-platforms-assistants/claude-ai-helped-a-bitcoin-owner-recover-nearly-usd400-000-in-lost-crypto-after-spotting-a-forgotten-wallet-backup-hidden-for-more-than-a-decade,https://cdn.mos.cms.futurecdn.net/EhNyeB5pdFH5XyfMPG9pQT-1920-80.jpg,2026-05-15T08:26:46Z,"<ul><li>A Bitcoin holder says Anthropic’s Claude AI helped recover nearly $400,000 in lost Bitcoin</li><li>The wallet had been locked for more than a decade</li><li>Claude identified an older wallet … [+3371 chars]"
"{'id': None, 'name': ""Tom's Hardware UK""}",Mark Tyson,"Inventor showcases 3D printer filament dryer that mines Bitcoins and dries filament with waste heat, capable of 6 TH/s at 140W — joins Bitcoin-mining 3D printer in hobbyist-focused miner lineup",An inventor has showcased a 3D printer filament dryer 'that pays you bitcoin.',https://www.tomshardware.com/tech-industry/cryptomining/inventor-showcases-3d-printer-filament-dryer-that-mines-bitcoins-and-dries-filament-with-waste-heat-capable-of-6-th-s-at-140w-joins-bitcoin-mining-3d-printer-in-hobbyist-focused-miner-lineup,https://cdn.mos.cms.futurecdn.net/becxdn6UDTU9GafDeYiqWc-1920-80.jpg,2026-04-19T12:28:56Z,An inventor has showcased a “filament dryer that pays you bitcoin.” When this news popped up in our feed we weren’t surprised to see that PizzAndy from Proof Of Print was the brains behind it. It’s t… [+2624 chars]
"{'id': None, 'name': 'Gizmodo.com'}",Martín Nicolás Parolari,Bitcoin corre el riesgo de perder su propia historia con el paso del tiempo. El Instituto Satoshi Nakamoto crea un archivo digital para preservar sus orígenes antes de que Internet los borre,"Siempre asumimos que la historia de Bitcoin estaría siempre a un clic de distancia. Pero Internet olvida. Para evitar que los textos fundacionales, debates y documentos clave desaparezcan, el Instituto Satoshi Nakamoto lanzó un archivo digital que busca prese…",https://es.gizmodo.com/bitcoin-corre-el-riesgo-de-perder-su-propia-historia-el-instituto-satoshi-nakamoto-acaba-de-lanzar-archivo-para-evitarlo-2000209945,https://es.gizmodo.com/app/uploads/2025/12/Diseno-sin-titulo-51-4-1200x675.jpg,2026-05-03T15:49:28Z,"Durante años dimos por hecho que la historia de Bitcoin estaba a salvo en Internet. Que los correos de Satoshi Nakamoto, los primeros debates en foros y los textos que dieron forma a la mayor revoluc… [+3057 chars]"
"{'id': None, 'name': 'CoinDesk'}",Olivier Acuna,'Crypto Godfather' says bitcoin has not reached its bottom and a new all-time high is off the table for 2026,"The early bitcoin investor and author of Bitcoin Supercycle says bitcoin needs to drop to about $57,000 sometime in October before beginning its ascent. A market analyst disagrees.",https://www.coindesk.com/markets/2026/04/28/crypto-godfather-says-bitcoin-has-not-reached-its-bottom-and-a-new-all-time-high-is-off-the-table-for-2026,https://cdn.sanity.io/images/s3y3vcno/production/b59ad3cb1779d5920284c3d24b1ea5055834e985-2048x1366.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-28T15:18:44Z,"Bitcoin BTC
$76,882.32 has not reached its bottom yet, and a new all-time high is unlikely this year, said Michael Terpin, an early bitcoin investor and author of Bitcoin Supercycle: How the Crypto … [+4091 chars]"
"{'id': None, 'name': 'heise online'}",Andreas Knobloch,"Dienstag: Stühlerücken bei Apple, Vorwürfe gegen Amazon",Tim Cook tritt ab + Amazon unter Druck + Gemini übernimmt Behandlung chronisch Kranker + Merz für Änderungen am AI Act + Mindestalter für Social Media,https://www.heise.de/news/Dienstag-Stuehleruecken-bei-Apple-Vorwuerfe-gegen-Amazon-11265099.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/5/0/6/7/4/3/6/Wochentage-source-sans-b0e2e4c6103140f2.png,2026-04-21T04:15:00Z,Paukenschlag bei Apple: Konzernchef Tim Cook tritt ab; der bisherige Hardware-Chef John Ternus übernimmt zum 1. September. Der US-Bundesstaat Kalifornien wirft Amazon illegale Preisabsprachen vor. De… [+4064 chars]
"{'id': None, 'name': 'Yahoo Entertainment'}",,Bitcoin News: Bitcoin ETFs Just Turned Positive Across Every Timeframe,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_af71b193-4f17-417a-bdb6-1ae98578fede,,2026-04-24T15:12:07Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Portableapps.com'}",John T. Haller,Bitcoin Core Portable 31.0 (cryptocurrency) Released,A new version of Bitcoin Core Portable has been released. It's the original peer-to-peer cryptocurrency. It's packaged in PortableApps.com Format so it can easily integrate with the PortableApps.com Platform. And it's open source and completely free. Update a…,https://portableapps.com/news/2026-04-20--bitcoin-portable-31.0-released,,2026-04-20T18:18:57Z,A new version of Bitcoin Core Portable has been released. It's the original peer-to-peer cryptocurrency. It's packaged in PortableApps.com Format so it can easily integrate with the PortableApps.com … [+1749 chars]
"{'id': None, 'name': 'CoinDesk'}","James Van Straten, AI Boost",Eric Trump says bitcoin in its 'greatest period ever' as Wall Street falls in line,"Speaking at Bitcoin Las Vegas 2026, the American Bitcoin co-founder declared the last six months a turning point.",https://www.coindesk.com/markets/2026/04/29/eric-trump-says-bitcoin-in-its-greatest-period-ever-as-wall-street-falls-in-line,https://cdn.sanity.io/images/s3y3vcno/production/cff4cf020817889c01c829d5462b41e5c7576115-3998x2250.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-29T19:49:14Z,"Las Vegas Eric Trump took the stage at Bitcoin 2026 in Las Vegas with a message: the asset's best days aren't ahead, they're already here. 
The American Bitcoin (ABTC) co-founder and chief strategy … [+1100 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Martín Nicolás Parolari,"Bitcoin no teme un colapso mañana por la computación cuántica, pero el riesgo ya está sobre la mesa. La carrera silenciosa para proteger la red ya comenzó","Cada avance cuántico reactiva la misma pregunta: ¿pueden romper Bitcoin? Los expertos enfrían el alarmismo, aunque reconocen un desafío real a largo plazo. La clave no está en entrar en pánico, sino en prepararse antes de que llegue el momento.",https://es.gizmodo.com/bitcoin-no-teme-un-colapso-manana-por-la-computacion-cuantica-pero-el-riesgo-ya-esta-sobre-la-mesa-la-carrera-silenciosa-para-proteger-la-red-ya-comenzo-2000232870,https://es.gizmodo.com/app/uploads/2026/04/Diseno-sin-titulo-51-13-1200x675.jpg,2026-04-22T23:29:33Z,"Cada cierto tiempo aparece la misma advertencia: la computación cuántica acabará con Bitcoin. Suena dramático, genera titulares y alimenta debates encendidos. Pero la realidad, al menos hoy, es basta… [+3083 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Martín Nicolás Parolari,Bitcoin recibe una advertencia preocupante y totalmente inesperada. Un investigador logra romper una clave criptográfica con una computadora cuántica en la nube y acelera todas las alarmas,"La computación cuántica llevaba años como amenaza futura para las criptomonedas. Ahora, una demostración pública usando hardware comercial reabre el debate sobre cuánto tiempo seguirán seguras las redes actuales.",https://es.gizmodo.com/bitcoin-recibe-una-advertencia-preocupante-y-totalmente-inesperada-un-investigador-logra-romper-una-clave-criptografica-con-una-computadora-cuantica-en-la-nube-y-acelera-todas-las-alarmas-2000233468,https://es.gizmodo.com/app/uploads/2026/04/Diseno-sin-titulo-15-21-1200x675.jpg,2026-04-27T13:47:30Z,"Parecía un riesgo reservado a laboratorios secretos y planes lejanos. Sin embargo, un investigador independiente acaba de romper una pequeña clave criptográfica con hardware cuántico en la nube, un a… [+3175 chars]"
"{'id': None, 'name': 'Theregister.com'}",Brandon Vigliarolo,Friendster rises from the grave to make social media great again,"No ads, no algorithm, and you actually have to physically tap phones to add a friend
It's been more than a decade since social media platform Friendster went dark, but a new owner has brought it back from the dead - sort of - with the hope he can give exhaust…",https://www.theregister.com/2026/04/27/friendster_rises_from_the_grave/,https://regmedia.co.uk/2023/10/05/undead.jpg,2026-04-27T16:45:07Z,"It's been more than a decade since social media platform Friendster went dark, but a new owner has brought it back from the dead - sort of - with the hope he can give exhausted users of modern platfo… [+5305 chars]"
"{'id': None, 'name': 'CoinDesk'}",Jesse Hamilton,Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset,"The U.S. president's son, who co-founded American Bitcoin, said there's been a turnaround from traditional institutional firms now embracing bitcoin.",https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset,https://cdn.sanity.io/images/s3y3vcno/production/e2f5cb0c0f6d5f289b42230f0ca14cd77e71f0a3-2048x1152.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-05-06T18:07:58Z,"MIAMI Eric Trump, the son of President Donald Trump and the co-founder of American Bitcoin (ABTC), said that bitcoin BTC
$81,281.72 has reached a sharp influx of traditional financial giants, name-c… [+1554 chars]"
"{'id': None, 'name': 'CoinDesk'}",James Van Straten,"Bitcoin is rallying as flagship conference approaches, data shows the gains rarely last","After a 50% slide and partial recovery for bitcoin, traders are watching whether the Las Vegas event marks another short-term top for bitcoin.",https://www.coindesk.com/markets/2026/04/18/bitcoin-is-rallying-as-flagship-conference-approaches-data-shows-the-gains-rarely-last,https://cdn.sanity.io/images/s3y3vcno/production/cd9c194211cacaad3fd92521d28b866af6ffaa9f-1498x1104.png?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-20T10:24:20Z,"As bitcoin BTC
$75,202.47 heads into this years flagship Bitcoin Conference in Las Vegas next week, traders will be watching for a familiar pattern, a potential sell-the-news event that has played o… [+1731 chars]"
"{'id': None, 'name': 'taz.de'}",Klaudia Lagozinski,Vater der Bitcoin: Kein Blick hinter die Maske,"Textanalyse und ein „Verdächtiger“, der sich eben verdächtig bewegt. Die Suche der „NYT“ nach dem Erfinder der Bitcoin beruht vor allem auf Bauchgefühl.",https://taz.de/Vater-der-Bitcoin/!6172180/,https://taz.de/picture/8387811/1200/New-York-Times-Bitcoin.jpeg,2026-04-19T18:02:00Z,"Textanalyse und ein „Verdächtiger“, der sich eben verdächtig bewegt. Die Suche der „NYT“ nach dem Erfinder der Bitcoin beruht vor allem auf Bauchgefühl. mehr..."
"{'id': None, 'name': 'CoinDesk'}",Shaurya Malwa,Bitcoin miner MARA sold $1.5 billion of bitcoin as it shifts toward AI infrastructure,"While the miner said bitcoin remains its operational foundation, first-quarter results point to a company increasingly built around power, data centers and AI demand.",https://www.coindesk.com/markets/2026/05/12/bitcoin-miner-mara-sold-usd1-5-billion-of-bitcoin-as-it-shifts-toward-ai-infrastructure,https://cdn.sanity.io/images/s3y3vcno/production/d131b13d968da3a728396e698cdb5ddc75273bdf-3999x2666.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-05-12T07:42:05Z,"MARA Holdings (MARA) is still producing bitcoin BTC
$80,984.66, but it is getting harder to argue that mining is its core business.
In its first-quarter earnings statement, the company said it does… [+2106 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"Bitcoin and ethereum price today, Monday, May 4, 2026: Bitcoin tops $80,000, then pulls back",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1615380e-2b3b-4cc9-bf99-8f67bc435fb4,,2026-05-04T11:45:47Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Jim Cramer on Strategy Inc: “You Want to Own Bitcoin? Buy Bitcoin”,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d6ad6365-d03f-4b41-82e6-b84e5cef69f1,,2026-05-04T18:21:22Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Bitcoin (BTC) News: Saylor Says Strategy Will Buy 20x More Bitcoin Than It Sells,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a4f2f1a6-0866-4be6-b469-e5aff89a0096,,2026-05-11T11:43:14Z,"If you click 'Accept all', we and our partners, including 249 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"Bitcoin and ethereum prices today, Tuesday, May 12, 2026: Bitcoin and ethereum prices backing off",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3c8793b3-0db0-4ef9-9db5-733b638da3ef,,2026-05-12T11:33:24Z,"If you click 'Accept all', we and our partners, including 249 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,CME Is Launching a Bitcoin VIX: Here’s Why That Changes Wall Street’s Bitcoin Game,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1d59eed3-abb1-4167-888d-d87c2c6c6baa,,2026-05-12T09:45:39Z,"If you click 'Accept all', we and our partners, including 249 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,BITU’s Decay Problem: Why This Bitcoin ETF Lost 31% While Bitcoin Fell Just 10%,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ecdcbbd0-a6cd-45e5-a081-d2ad4a2350d6,,2026-05-06T11:15:49Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Tim Draper Says Firms ‘Irresponsible’ To Not Hold Bitcoin as Bullish Predictions Surge At Bitcoin 2026,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f98112cf-8fe9-47d2-9804-46c7cea8f0f7,,2026-04-28T14:17:15Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Bitcoin News: Strategy Just Passed BlackRock as the Largest Bitcoin Holder in the World,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b76ae23d-4d43-4606-93df-fe127691d17d,,2026-04-21T17:13:53Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Tim Manni,"Bitcoin and ethereum prices today, Tuesday, May 12, 2026: Bitcoin and ethereum prices move l","Bitcoin opened at $81,721.41 on Tuesday, down 0.5% from Monday's opening price of $82,164.43. Ethereum opened at $2,339.40 on Tuesday, down 1.3% from...",https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-prices-today-tuesday-may-12-2026-bitcoin-and-ethereum-prices-mv-113324235.html,https://s.yimg.com/uu/api/res/1.2/R4fhNy.vnr_QIatr9RUOpQ--~B/aD00MDU7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://d29szjachogqwa.cloudfront.net/images/user-uploaded/ethereum_%20_bitcoin_2_2928.jpg,2026-05-12T11:33:24Z,"Bitcoin (BTC-USD) was down over 1% to $80,389.00 on Tuesday, following a hotter-than-expected CPI report showing consumer prices rose in April, as the Iran war pressured global fuel and food costs.
… [+2943 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"Bitcoin and ethereum prices today, Thursday, May 14, 2026: Bitcoin and ethereum prices slipping this week",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e9dfc74c-84c5-4498-9f8d-062ee0813a76,,2026-05-14T11:19:38Z,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'CoinDesk'}",Olivier Acuna,"Price of bitcoin could go higher or ‘can go to zero,’ says Czech central bank governor","Alex Michl spoke at the Bitcoin 2026 conference and said his bank did a study that found bitcoin outperformed all assets, including gold, but that it 'honestly looks too risky.'",https://www.coindesk.com/markets/2026/04/29/price-of-bitcoin-could-go-higher-or-can-go-to-zero-says-czech-central-bank-governor,https://cdn.sanity.io/images/s3y3vcno/production/3343bd5e049a9fa2bb623680733a41f6c44169f7-2048x1330.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-29T12:11:14Z,"The Czech Republics central bank governor, Alex Michl, said that adding bitcoin BTC
$77,200.59 to the financial institutions reserves could improve performance, but warned its volatility is much hig… [+1916 chars]"
"{'id': None, 'name': 'CoinDesk'}",Olivier Acuna,"Michael Saylor says the bitcoin winter is over. Some experts agree, with caveats.","Market analyst Mati Greenspan said bitcoin has not gone through a “winter,” rather a pullback within a broader bull market, adding the next leg up for bitcoin will be driven by nation-state adoption.",https://www.coindesk.com/markets/2026/04/23/michael-saylor-says-the-bitcoin-winter-is-over-some-experts-agree-with-caveats,https://cdn.sanity.io/images/s3y3vcno/production/dbb2fea217b52998d1955532b0481c1c36b133c8-1152x648.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-24T10:03:36Z,"Michael Saylor, executive chairman of Strategy (MSTR), the largest publicly traded holder of bitcoin BTC
$77,716.43, said Thursday on X that the crypto winter is over as bitcoin held above $78,000, … [+3019 chars]"
